Product,"Pig Iron, Exw-Durgapur, India","Pig Iron, DAP-Ludhiana, India","Sponge Iron, CDRI, Exw-Rourkela, India","Sponge Iron, PDRI, Exw-Raipur, India","Melting Scrap, DAP-Mumbai, India","Ship cutting plate, Exy-Alang, India","Billet Index, Exw-Raipur, India","Rebar, Exy-Mumbai, India","Rebar, Exy-Mumbai, India","Rebar, Exw-Mumbai, India","Wire Rod, Exw-Jharkhand, India","Wire Rod, Exw-Raipur, India","HRC, Exy-Mumbai, India","HRC, CFR West Coast, India","HRC Index, FOB Main Port, India (destination ME & S. E. Asia)","CRC, Exy-Mumbai, India","HR Plate, Exy-Mumbai, India","ERW Pipe (HR Coil based), Exy-Mumbai, India","Aluminium Tense Scrap, Exy-Delhi, India","Aluminium Ingot ADC12, Exw-Delhi NCR, India","Copper Armature Scrap, Exy-Delhi, India","Copper Primary CC Wire Rods (CCR), Exw-Delhi, India","Zinc Special High Grade Ingot, Exw-Delhi, India","Lead Remelted Ingot, Exw-Delhi, India","Stainless Steel 304 Grade, HRC, Exw-Mumbai, India","Stainless Steel 316 Grade, HRC, Exw-Mumbai, India"
Grade,Steel Grade,Foundry Grade,"Mix (70% Lumps, 30% Fines), FeM 80% (+/-1)","Lumps, FeM 80%, +/-1",HMS(80:20),"HMS(80:20), Ship Breaking","100x100mm, IS 2831","12-32mm, BF Route, IS 1786 Fe 550D","12-32mm, BF Route , IS 1786 Fe 500D","12-25mm, IF Route, Fe 500, IS 1786","5.5-6.0mm, Wire Rod, BF Route, SAE 1008, Low Carbon","5.5 mm, SWRY 14 LC Gr 3, Induction route","2.5-8mm / CTL, IS2062, Gr E250 Br.","2-12 mm, SS400 (China Origin)","2.5 mm, SAE1006","0.90mm / CTL, IS 513, CR1","20-40mm, Gr E250 Br.","2.2-6mm, IS 1239,IS 1161 (HR Coil Based)",Solid (Loose),Automobile OEM,Cu 99%,"8 mm, Cu 99.99%","25 Kg, Ingot, Zn 99.99%","Ingot, Pb 99%","3-25 mm, No. 1 Finish","3-25 mm, No. 1 Finish"
Commodity,Scrap & Metallics / Pig Iron,Scrap & Metallics / Pig Iron,Scrap & Metallics / Sponge Iron,Scrap & Metallics / Sponge Iron,Scrap & Metallics / Melting Scrap,Scrap & Metallics / Rerolling scrap,Steel / Semi Finished / Billet,Steel / Finish long / Rebar,Steel / Finish long / Rebar,Steel / Finish long / Rebar,Steel / Finish long / Wire Rod,Steel / Finish long / Wire Rod,Steel / Finish Flat / HRC,Steel / Finish Flat / HRC,Steel / Finish Flat / HRC,Steel / Finish Flat / CRC,Steel / Finish Flat / HR Plate,Steel / Finish long / Pipes,Non Ferrous / Aluminium / Scrap,Non Ferrous / Aluminium / Ingot,Non Ferrous / Copper / Scrap,Non Ferrous / Copper / Wire Rod,Non Ferrous / Zinc / Ingot,Non Ferrous / Lead / Ingot,Stainless Steel / Stainless Steel / Stainless Steel,Stainless Steel / Stainless Steel / Stainless Steel
Currency,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,USD,USD,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR
2023-05-13,43300,45400,30200,29050,37600,38500,44300,,,54100,,48300,,,,,,,,,,,,,,
2023-05-15,43300,45400,30400,29350,38000,38900,44650,,,54100,,48700,,,,,,,162000,,675000,728000,234000,183500,,
2023-05-16,43300,45400,30500,29600,38000,39500,44850,,,54100,,48700,,,,,,,163000,,673000,725000,233000,183500,,
2023-05-17,43300,45400,30600,29950,38500,39700,45150,,,54100,,48800,,,,,,,162500,,670000,725000,230000,183500,,
2023-05-18,43300,45400,30450,29550,38500,39500,44800,,,54100,,48500,,,,,,,162000,,674000,730000,231000,183500,,
2023-05-19,43200,45400,30350,29450,38000,39100,44600,,56400,53800,54000,48300,57350,600,595,62700,62700,,162000,,682000,735000,230000,183500,205000,350000
2023-05-20,43000,45400,30000,29100,38000,38900,44050,,,53500,,47800,,,,,,,,,,,,,,
2023-05-22,42700,45300,29850,28600,37500,38600,44000,,,53500,,47600,,,,,,,162000,,684000,730000,228000,182500,,
2023-05-23,42200,45300,29600,28300,37500,38800,43600,,,53500,,47300,,,,,,,162000,,674000,720000,225000,182500,,
2023-05-24,42000,45300,29500,28000,37300,38500,43750,,,53500,,47400,,,,,,,163000,,666000,712000,216000,182500,,
2023-05-25,42000,45300,29650,28300,37300,38800,44000,,,53500,,47400,,,,,,,163000,,666000,705000,212000,182500,,
2023-05-26,41800,45300,29450,27950,37500,38600,43550,,55800,53500,54000,47200,56800,595,586,61950,62700,,163000,,674000,710000,215000,182500,202000,350000
2023-05-27,41500,45300,29400,28150,37800,38700,43600,,,52900,,47100,,,,,,,,,,,,,,
2023-05-29,41500,45500,29050,27900,37800,38500,43300,,,52900,,46700,,,,,,,163000,,680000,730000,220000,184000,,
2023-05-30,41800,45500,29000,27800,37800,38300,43250,,,52400,,46700,,,,,,,163000,,678000,725000,219000,184000,,
2023-05-31,41800,45500,28950,27750,37800,38300,43100,,,52100,,46400,,,,,,,163000,,670000,720000,215000,184000,,
2023-06-01,41800,45500,28800,27600,37500,38000,43000,,,52100,,46400,,,,,,,163000,,673000,725000,213000,183000,,
2023-06-02,41800,45500,28600,27600,37300,37700,42950,,55100,51800,53000,46400,56000,580,570,61100,62700,,163000,,680000,735000,215000,183000,201000,351000
2023-06-03,41800,45500,28600,27600,37300,37700,43100,,,51600,,46600,,,,,,,,,,,,,,
2023-06-05,42300,45400,28550,27750,37100,38000,43300,,,51400,,46700,,,,,,,163000,,678000,733000,214000,183000,,
2023-06-06,42400,45400,28950,28200,37100,38200,43800,,,51400,,47500,,,,,,,162500,,682000,743000,216000,182000,,
2023-06-07,42500,45300,29000,28500,37300,38700,44150,,,51500,,47700,,,,,,,162500,,680000,735000,216000,181000,,
2023-06-08,42500,45300,29000,28350,37300,38800,44000,,,51500,,47800,,,,,,,162000,,682000,735000,220000,180000,,
2023-06-09,42500,45300,29300,28350,37200,38600,43900,,54400,51500,52100,47800,55250,610,570,60200,62700,,162000,,682000,735000,220000,180000,200000,350000
2023-06-10,42500,45300,29450,28200,37200,38600,44000,,,51200,,47800,,,,,,,,,,,,,,
2023-06-12,42500,45800,29400,28400,37000,38600,44200,,,51200,,48200,,,,,,,162000,,675000,730000,221000,180000,,
2023-06-13,42700,45800,29550,28450,37000,,44400,,,51200,,48300,,,,,,,162000,,678000,735000,218000,179000,,
2023-06-14,42700,46000,29400,28250,37000,,44100,,,51200,,48100,,,,,,,161000,,680000,745000,222000,179000,,
2023-06-15,42700,46000,29300,28050,37000,,44000,,,51000,,48000,,,,,,,160500,,680000,740000,226000,179000,,
2023-06-16,42500,46000,29300,27900,37000,39000,44100,,53500,50800,51700,48000,55500,600,566,59700,62600,,161000,,685000,755000,228000,179000,200000,350000
2023-06-17,42400,46000,29300,27900,37000,39000,44100,,,50800,,48000,,,,,,,,,,,,,,
2023-06-19,42000,46000,29100,27750,37000,39000,43850,,,50800,,47800,,,,,,,161000,,682000,755000,225000,179000,,
2023-06-20,41800,46000,28900,27700,37000,39000,43550,,,50800,,47600,,,,,,,161000,,678000,750000,224000,179000,,
2023-06-21,41500,46000,28800,27300,37200,39000,43650,,,50800,,47600,,,,,,,160000,,680000,755000,221000,179000,,
2023-06-22,41300,46000,28650,27200,37200,38800,43500,,,50800,,47300,,,,,,,160000,,680000,755000,223000,179000,,
2023-06-23,41200,45600,28500,27200,36800,38700,43450,,52900,50700,51300,47200,55400,610,565,59650,62400,,160000,,676000,750000,220000,178000,199000,340000
2023-06-24,41000,45600,28600,27350,36600,38900,43600,,,50300,,47300,,,,,,,,,,,,,,
2023-06-26,41000,45600,28300,27200,36500,38800,43400,,,50000,,47000,,,,,,,157000,,674000,740000,218000,178000,,
2023-06-27,40800,45400,28350,27100,36500,38600,43250,,,49700,,47000,,,,,,,157000,,674000,745000,218000,178000,,
2023-06-28,40700,45400,28200,27050,36500,38600,43200,,,49400,,46700,,,,,,,157000,,674000,740000,218000,178000,,
2023-06-29,40500,45400,28350,27100,36200,38600,43100,,,48600,,46900,,,,,,,157000,,672000,732000,217000,178000,,
2023-06-30,40600,45400,28400,27100,36000,38300,43150,,52300,48600,51000,47200,55150,605,570,59200,62300,,156000,,670000,732000,218000,178000,198000,340000
2023-07-01,40600,45400,28250,27050,36000,38100,43000,,,48400,,46900,,,,,,,,,,,,,,
2023-07-03,40500,45400,28000,26850,35200,37800,42400,,,48400,,46400,,,,,,,155000,,680000,745000,222000,178000,,
2023-07-04,40600,45400,28050,26700,35000,37500,42350,,,48400,,46300,,,,,,,155000,,680000,740000,218000,178000,,
2023-07-05,40800,45400,28000,26700,35000,37500,42300,,,48200,,46400,,,,,,,155000,,680000,742000,219000,177000,,
2023-07-06,41000,45400,28050,26950,34300,37300,42550,,,47900,,46500,,,,,,,154000,,680000,740000,220000,177000,,
2023-07-07,41000,45400,27900,26800,34200,37100,42200,,51600,47600,50300,46300,55200,615,570,59100,62100,,154000,,680000,740000,220000,177000,198000,340000
2023-07-08,41000,45200,27700,26750,34000,36700,41950,,,47600,,45800,,,,,,,,,,,,,,
2023-07-10,40800,45200,27500,26650,34000,36200,41650,,,47100,,45500,,,,,,,153000,,686000,745000,219000,177000,,
2023-07-11,40800,45200,27300,26550,34000,36000,41350,,,47100,,45300,,,,,,,152500,,686000,745000,221000,177000,,
2023-07-12,40500,45200,27350,26500,34000,36000,41500,,,47100,,45500,,,,,,,153000,,686000,745000,220000,177000,,
2023-07-13,40300,45200,27050,26450,34000,36300,41250,,,47100,,45300,,,,,,,153000,,690000,750000,223000,177000,,
2023-07-14,39800,45200,27000,26100,34000,36000,40950,,51200,47100,50000,44800,55300,605,570,59100,62300,,153000,,698000,758000,225000,177000,200000,340000
2023-07-15,39800,45200,26950,26000,34000,36000,40800,,,46800,,44600,,,,,,,,,,,,,,
2023-07-17,39700,45200,27000,26150,34300,36000,40850,,,46800,,44700,,,,,,,153000,,688000,755000,221000,177000,,
2023-07-18,40000,45200,27200,26350,34500,36500,41100,,,46800,,44800,,,,,,,154500,,688000,750000,219000,177000,,
2023-07-19,39800,45000,26950,26050,34800,36500,40750,,,46800,,44300,,,,,,,154500,,686000,745000,218000,177000,,
2023-07-20,39600,45000,26800,26100,34800,36500,40500,,,46800,,44200,,,,,,,154500,,684000,745000,220000,177000,,
2023-07-21,39800,45000,26850,26250,34300,36500,40600,,51000,46300,50000,44200,55600,610,570,59400,62200,,154500,,686000,748000,220000,177000,198000,336000
2023-07-22,39600,44900,26750,26150,34200,36500,40550,,,46300,,44200,,,,,,,,,,,,,,
2023-07-24,39500,44900,26600,26100,33800,36300,40350,,,46300,,43800,,,,,,,154000,,682000,740000,221000,178000,,
2023-07-25,39400,44700,26650,26050,33700,36100,40150,,,46300,,43900,,,,,,,155000,,686000,750000,222000,178000,,
2023-07-26,39700,44700,26700,26400,33600,36100,40300,,,46000,,44000,,,,,,,155000,,686000,750000,224000,178000,,
2023-07-27,39600,44700,26750,26400,33600,36300,40250,,,46000,,43900,,,,,,,155000,,686000,755000,227000,178000,,
2023-07-28,39800,44700,27150,26950,33600,36300,40750,,50500,46000,50000,44400,55900,640,570,59950,62300,,155000,,684000,750000,225000,179000,198000,336000
2023-07-29,40000,44900,27450,27200,33600,36600,41050,,,46000,,44700,,,,,,,,,,,,,,
2023-07-31,40000,44900,27700,27450,34300,36800,41200,,,46000,,45100,,,,,,,155000,,682000,760000,227000,179000,,
2023-08-01,40200,45000,28800,28050,34500,37200,41800,,,47100,,45700,,,,,,,158000,,689000,770000,232000,179000,,
2023-08-02,40300,45000,29000,28650,35000,37500,42200,,,47400,,46000,,,,,,,157000,,680000,760000,230000,179000,,
2023-08-03,40300,45000,29200,28800,35000,37500,42300,,,47700,,46000,,,,,,,156000,,678000,750000,226000,179000,,
2023-08-04,40300,45300,29000,28700,35000,37500,41950,,50500,48000,50000,45600,56000,645,570,60400,62600,,156000,,678000,754000,230000,179500,200000,345000
2023-08-05,40300,45300,29200,28650,34700,37200,41950,,,48000,,45600,,,,,,,,,,,,,,
2023-08-07,40500,45900,29300,28750,34700,37500,42050,,,48000,,45700,,,,,,,156000,,678000,752000,229000,180000,,
2023-08-08,40500,45600,29250,28700,34700,37500,41950,,,48000,,45600,,,,,,,156000,,678000,752000,229000,180000,,
2023-08-09,40500,45600,29400,28700,35000,37200,42000,,,47700,,45600,,,,,,,156000,,678000,748000,229000,180000,,
2023-08-10,40200,45600,29100,28500,35000,36700,41750,,,47500,,45300,,,,,,,156000,,678000,748000,228000,181000,,
2023-08-11,40200,45600,29100,28500,35000,36200,41850,,50800,47500,50000,45300,56400,600,570,60800,63300,,156000,,676000,745000,226000,180000,200000,347000
2023-08-12,40000,45600,29000,28350,35000,36000,41650,,,47500,,45100,,,,,,,,,,,,,,
2023-08-14,40000,45600,29000,28250,35000,36000,41700,,,47500,,45200,,,,,,,156000,,673000,740000,222000,180000,,
2023-08-16,40000,45600,29550,28600,35500,36300,42300,,,47700,,46000,,,,,,,155000,,674000,735000,219000,180000,,
2023-08-17,40800,45800,30000,29100,35700,36800,42650,,,48900,,46200,,,,,,,154000,,674000,735000,215000,181000,,
2023-08-18,41000,45800,30100,29200,36000,37100,42750,,51200,49500,50000,46300,56400,590,570,60800,63300,,154000,,676000,740000,216000,181000,203000,348000
2023-08-19,41000,46000,30200,29450,36000,37300,42750,,,49500,,46200,,,,,,,,,,,,,,
2023-08-21,41000,46000,30000,29100,36000,37000,42500,,,49500,,45800,,,,,,,154000,,676000,742000,214000,181000,,
2023-08-22,41000,46000,30200,29450,35600,36800,42800,,,49500,,46100,,,,,,,154000,,678000,742000,216000,182000,,
2023-08-23,40800,46000,30100,29450,35600,36800,42900,,,49500,,46500,,,,,,,154000,,680000,746000,217000,182000,,
2023-08-24,41000,46000,30900,30100,36000,37100,43900,,,50100,,47200,,,,,,,154000,,678000,745000,217500,182000,,
2023-08-25,41300,46000,31100,31000,36300,37700,44350,,52000,50500,50500,47800,56400,585,570,60800,63300,,154000,,676000,745000,219000,182000,208000,358000
2023-08-26,41300,46000,31200,31000,36300,38000,44350,,,50800,,47700,,,,,,,,,,,,,,
2023-08-28,41500,46300,32200,31250,36500,38100,44950,,,51300,,48300,,,,,,,154000,,676000,745000,220000,182000,,
2023-08-29,41500,46300,32400,31700,36500,38200,45100,,,51300,,48300,,,,,,,154000,,676000,745000,221000,182000,,
2023-08-31,41500,47000,32500,31700,36500,38200,45300,,,51500,,48500,,,,,,,155000,,678000,748000,222000,182000,,
2023-09-01,41500,47000,32500,31650,36500,38500,45200,,54200,51600,51500,48500,56700,585,580,61200,63900,,155000,,678000,752000,225000,182500,,
2023-09-02,41300,47000,32300,31450,36500,38200,45150,,,51600,,48200,,,,,,,,,,,,,,
2023-09-04,41300,47000,32500,31400,36500,38300,45400,,,51600,,48500,,,,,,,155000,,676000,756000,226000,183500,,
2023-09-05,41300,47000,32450,31400,36700,38500,45250,,,52000,,48400,,,,,,,156000,,676000,750000,226000,184000,,
2023-09-06,41300,47000,32250,31050,36800,38500,45000,,,52200,,48000,,,,,,,156000,,676000,753000,226000,184000,,
2023-09-07,41300,47000,32150,30950,36800,,44950,,,52200,,48000,,,,,,,,,,,,,,
2023-09-08,41300,47000,32000,30750,36800,38500,44650,,56500,52200,53800,47700,57650,577.5,580,61650,64400,,157000,,672000,747000,225000,185000,208000,358000
2023-09-09,41000,47000,31550,30550,36800,38300,44300,,,52200,,47400,,,,,,,,,,,,,,
2023-09-11,41000,47000,31300,30300,36800,38500,44000,,,52200,,47200,,,,,,,158000,,674000,747000,225000,185000,,
2023-09-12,41000,47000,31250,30200,36800,38500,43850,,,51700,,47500,,,,,,,156000,,676000,747000,226000,185000,,
2023-09-13,41000,47000,31550,30450,36500,39000,44300,,,51700,,47300,,,,,,,156000,,674000,745000,226000,185000,,
2023-09-14,40800,46700,31550,30450,36700,39200,44500,,,51700,,47400,,,,,,,156000,,673000,748000,229000,185000,,
2023-09-15,41000,46700,32100,30900,36700,39200,44900,,57000,51700,53800,47700,57700,575,580,62000,64400,,156000,,677000,750000,233000,185500,208000,357000
2023-09-16,41200,46700,32000,31000,36800,39200,44950,,,51900,,48200,,,,,,,,,,,,,,
2023-09-18,41300,46800,32750,31500,36800,39200,45250,,,52100,,48300,,,,,,,156000,,671000,745000,230000,186000,,
2023-09-19,41300,46800,32800,31750,37000,39500,45100,,,52100,,48300,,,,,,,156000,,669000,743000,230000,186000,,
2023-09-20,41200,46800,32400,31500,37000,39300,44700,,,52100,,47900,,,,,,,155000,,667000,740000,227000,186000,,
2023-09-21,41000,46700,32000,30950,37000,38800,44250,,,52100,,47700,,,,,,,155000,,663000,738000,227000,185000,,
2023-09-22,41000,46700,31800,30800,37000,38500,43950,,57900,52100,54700,47200,57950,580,580,63000,64700,,155000,,665000,738000,229000,187000,208000,357000
2023-09-23,41000,46500,31300,30650,37000,38300,43800,,,52100,,47200,,,,,,,,,,,,,,
2023-09-25,40800,46700,31600,30850,37000,38300,44050,,,52100,,47500,,,,,,,155000,,663000,733000,229000,187000,,
2023-09-26,40700,46500,31450,30700,37000,38300,43600,,,52100,,47100,,,,,,,155000,,662000,730000,231000,185000,,
2023-09-27,40500,46500,31300,30550,37000,38200,43550,,,52100,,47000,,,,,,,155000,,661000,725000,230000,185000,,
2023-09-28,40500,46500,31250,30600,37000,38300,43700,,,52100,,47200,,,,,,,155000,,661000,725000,230000,184000,,
2023-09-29,40300,46500,31000,30200,36800,38300,43350,,58100,52100,54700,46800,58850,585,,63900,65200,,156000,,667000,736000,235000,185000,207000,354000
2023-09-30,40000,45800,31100,30100,36800,38200,43350,,,52100,,46800,,,,,,,,,,,,,,
2023-10-01,,,,,,,,,,,,,,,,,,,,195000,,,,,,
2023-10-03,40000,45800,30850,29900,36500,38200,43000,,,52000,,46600,,,,,,,156000,,657000,720000,234000,183000,,
2023-10-04,40100,45800,31000,30450,36500,38300,43500,,,51700,,47300,,,,,,,156000,,655000,720000,232000,183000,,
2023-10-05,40000,45500,31400,30650,36500,38500,44000,,,51700,,47500,,,,,,,156000,,655000,718000,229000,183000,,
2023-10-06,40000,45500,31550,30750,36500,39000,43900,,58100,51700,56200,47500,58950,585,,63900,65200,,156000,,652000,710000,230000,182000,205000,353000
2023-10-07,40000,44700,31300,30500,36500,39000,43700,,,51700,,47400,,,,,,,,,,,,,,
2023-10-09,39800,44700,31150,30050,36500,38900,43450,,,51700,,47200,,,,,,,156000,,659000,725000,232000,182500,,
2023-10-10,39500,44600,30950,29800,36500,38800,43000,,,51400,,46800,,,,,,,156000,,656000,715000,230000,183000,,
2023-10-11,39500,44600,30950,29650,36000,38800,43000,,,51400,,46700,,,,,,,156000,,656000,715000,228500,183000,,
2023-10-12,39500,44500,30700,29450,36000,38300,42600,,,51100,,46450,,,,,,,156000,,654000,715000,228000,183000,,
2023-10-13,39200,44400,30400,28950,35500,37800,43150,,58000,50900,55800,,58450,565,,63550,65100,,156000,,652000,712000,228000,183000,202000,340000
2023-10-14,39000,44400,30600,29200,35500,37800,42900,,,51000,,46600,,,,,,,,,,,,,,
2023-10-16,38800,44400,30400,28850,35500,38100,42650,,,51000,,46300,,,,,,,156000,,652000,710000,227000,183000,,
2023-10-17,38500,44200,29900,28550,35500,37700,42250,,,51000,,46000,,,,,,,156000,,650000,708000,225000,182500,,
2023-10-18,38400,43600,29950,28600,35500,37200,42450,,,50700,,46100,,,,,,,155500,,651000,710000,226000,182500,,
2023-10-19,38200,43600,29500,28100,35500,37200,42000,,,50700,,45800,,,,,,,155500,,651000,710000,225000,183000,,
2023-10-20,38100,43500,29300,27950,34800,36600,41650,,57200,50300,55500,45200,57700,565,,63300,64900,,155000,,650000,708000,225000,183000,201000,340000
2023-10-21,,43500,29300,28000,34700,36500,41900,,,49900,,45300,,,,,,,,,,,,,,
2023-10-23,,43500,,27500,34700,36500,41500,,,49900,,45000,,,,,,,155000,,645000,705000,225000,183000,,
2023-10-25,38000,43500,29000,27550,34500,36400,41700,,,49900,,45000,,,,,,,155000,,646000,710000,226000,182000,,
2023-10-26,37800,43500,29150,27650,34000,36700,41850,,,49900,,45300,,,,,,,155000,,643000,705000,227000,182000,,
2023-10-27,37900,43500,29550,28050,34000,36900,42200,,56500,49900,55500,45700,56500,582,,63100,,,155000,,645000,710000,227000,182000,200000,340000
2023-10-28,37800,43500,29700,28000,34000,37000,42200,,,49900,,45700,,,,,,,,,,,,,,
2023-10-30,38000,43500,29900,28150,34000,37200,42400,,,49900,,46000,,,,,,,155000,,649000,715000,228000,182500,,
2023-10-31,37800,43500,29600,27900,34000,37200,42000,,,49900,,45700,,,,,,,155000,,649000,715000,228000,182500,,
2023-11-01,37500,43500,29400,27800,34000,36700,41650,,,49800,,45200,,,,,,,155000,192000,649000,710000,226000,182500,,
2023-11-02,37500,43500,29450,27600,34000,36300,41700,,,49800,,45200,,,,,,,155000,,651000,718000,227000,183000,,
2023-11-03,37400,42800,29000,27550,34000,36300,41550,,56400,49800,55000,45100,55950,582,,63100,64900,,155000,,655000,722000,229000,183000,199000,340000
2023-11-04,37300,42800,29000,27450,33700,36000,41350,,,49300,,44700,,,,,,,,,,,,,,
2023-11-06,37000,42500,28650,27000,34000,36000,40950,,,49300,,44300,,,,,,,155000,,659000,726000,230000,183500,,
2023-11-07,37000,42300,28400,26800,34000,36000,40900,,,49000,,44400,,,,,,,155000,,657000,724000,231000,183500,,
2023-11-08,37000,42300,28600,27000,33500,36300,41000,,,48700,,44400,,,,,,,155000,,657000,724000,232000,183500,,
2023-11-09,37000,42300,28700,27200,33500,36200,41250,,,48700,,44700,,,,,,,155000,,653000,718000,232000,183500,,
2023-11-10,37200,42300,29000,27550,33500,36800,41550,,56000,49000,54300,45000,55300,590,,62800,64900,,155000,,653000,716000,232000,183500,192000,330000
2023-11-11,37300,42700,29000,27600,33500,36800,41400,,,49200,,44900,,,,,,,,,,,,,,
2023-11-14,37000,42700,28750,27400,33500,,41250,,,49200,,44900,,,,,,,155000,,653000,716000,232000,183500,,
2023-11-15,37000,42900,28800,27600,33700,,41400,,,49200,,44900,,,,,,,155000,,655000,720000,232000,183500,,
2023-11-16,37200,42900,28650,27700,33700,36500,41450,,,49200,,45100,,,,,,,155000,,658000,725000,237000,183500,,
2023-11-17,37300,42900,28750,27600,34000,36300,41500,,56000,49200,54300,45100,55300,595,,62800,,,155000,,657000,721000,236000,183500,192000,330000
2023-11-18,37300,42900,28700,27750,34000,36500,41450,,,49200,,45100,,,,,,,,,,,,,,
2023-11-20,37300,42500,28700,27650,34000,36500,41350,,,49200,,45100,,,,,,,155000,,660000,725000,236000,183500,,
2023-11-21,37200,42500,28700,27550,34000,36500,41150,,,49200,,45000,,,,,,,155000,,669000,740000,236000,183500,,
2023-11-22,37200,42500,28400,27500,34000,36500,41000,,,48700,,44700,,,,,,,155000,,667000,735000,232000,183500,,
2023-11-23,37200,42500,28600,27600,34000,36700,41200,,,48700,,45000,,,,,,,155000,,663000,735000,230000,183500,,
2023-11-24,37200,42500,28400,27450,34000,36700,40800,,55300,48700,53900,44900,55000,610,,62400,63800,,155000,,665000,730000,231000,183500,192000,330000
2023-11-25,37200,42500,28250,27450,34000,36500,40500,,,48700,,44600,,,,,,,,,,,,,,
2023-11-27,37000,42500,27800,26950,34000,36200,40050,,,48700,,44300,,,,,,,155000,,665000,735000,232000,183000,,
2023-11-28,37000,42500,27650,26550,34000,35800,39700,,,48700,,44000,,,,,,,155000,,662000,728000,232000,183000,,
2023-11-29,37100,42500,27800,26700,33500,35800,40000,,,48700,,44200,,,,,,,155000,,665000,735000,232000,183000,,
2023-11-30,37000,42000,27500,26500,33000,35800,39600,,,48200,,43800,,,,,,,155000,,664000,735000,231000,182000,,
2023-12-01,37300,42000,27450,26550,33000,35800,39700,,55000,48200,53800,43800,55050,610,,62450,63800,,155000,192000,664000,735000,229000,183000,190000,325000
2023-12-02,37300,42000,27750,26700,33000,36000,39900,,,48200,,43900,,,,,,,,,,,,,,
2023-12-04,37200,41700,27550,26500,33500,36000,39750,,,48200,,44000,,,,,,,155000,,666000,742000,230000,183000,,
2023-12-05,37300,41700,27550,26650,33800,36000,40000,,,48200,,44100,,,,,,,155000,,662000,740000,226000,183000,,
2023-12-06,37500,41700,28000,26900,34000,36300,40450,,,48300,,44400,,,,,,,154000,,660000,735000,226000,181000,,
2023-12-07,37400,41700,27800,26850,34000,36500,40300,,,48300,,44300,,,,,,,154000,,657000,730000,226000,180000,,
2023-12-08,37500,41700,28000,27250,34000,36500,40600,,54600,48500,53500,44600,55200,610,,62500,63400,,153000,,659000,735000,225000,179000,185000,318000
2023-12-09,37400,41700,28250,27500,34300,36800,40850,,,48800,,44900,,,,,,,,,,,,,,
2023-12-11,37300,41700,28250,27550,34300,36500,40800,,,49100,,44800,,,,,,,153000,,659000,738000,224000,179000,,
2023-12-12,37500,41700,28500,27700,34300,36700,40850,,,49200,,45000,,,,,,,153000,,657000,730000,225000,179000,,
2023-12-13,37500,42000,28300,27600,34200,36200,40700,,,49200,,44700,,,,,,,153000,,651000,725000,224000,178000,,
2023-12-14,37700,41800,28450,27850,34000,36000,40900,,,49200,,45000,,,,,,,153000,,657000,735000,226000,178000,,
2023-12-15,37700,41800,28400,27700,34000,35700,40750,,53800,49400,52700,44700,55100,610,,62500,63400,,153000,,661000,745000,227000,178000,180000,310000
2023-12-16,37700,41800,28400,27600,34000,35500,40650,,,49400,,44600,,,,,,,,,,,,,,
2023-12-18,37900,41900,28350,27450,34000,35500,40650,,,49300,,44400,,,,,,,153000,,660000,745000,228000,178000,,
2023-12-19,38000,41900,28250,27150,34000,35300,40450,,,48900,,44200,,,,,,,153000,,659000,745000,228000,179000,,
2023-12-20,38800,41900,28100,27000,34000,35000,40150,,,48500,,44000,,,,,,,154000,,661000,745000,234000,179000,,
2023-12-21,38700,41900,27800,26850,33700,35000,39800,,,48500,,43700,,,,,,,154000,,666000,750000,233000,179000,,
2023-12-22,38500,41900,27500,26700,33500,35000,39800,,53300,48500,52300,43800,55000,625,,62500,63400,,154000,,666000,750000,230000,178000,178000,310000
2023-12-23,38500,42500,27550,27000,33500,35100,39950,,,48800,,44000,,,,,,,,,,,,,,
2023-12-26,38100,42500,27250,26600,33500,34900,39450,,,48800,,43500,,,,,,,155000,,671000,752000,234000,178000,,
2023-12-27,38000,42800,27400,26550,33700,34900,39600,,,48800,,43500,,,,,,,155000,,678000,755000,234000,178000,,
2023-12-28,37800,43000,27100,26500,33500,34900,39500,,,48800,,43300,,,,,,,156000,,684000,760000,236000,178000,,
2023-12-29,37800,43000,27250,26400,33500,34800,39550,,52500,48800,51400,43500,55000,625,,62200,63400,,156000,,682000,755000,236000,178000,175000,308000
2023-12-30,37800,43000,27300,26700,33500,34800,39900,,,48800,,43700,,,,,,,,,,,,,,
2024-01-01,38300,43600,27500,26900,33500,35000,40000,,,48900,,44000,,,,,,,157000,198000,679000,750000,238000,178000,,
2024-01-02,38300,44000,27500,26850,33500,35000,39850,,,48900,,43900,,,,,,,157500,,682000,750000,237000,177000,,
2024-01-03,38500,44200,27750,27200,33500,34700,40400,,,48900,,44300,,,,,,,160000,,678000,745000,236000,177000,,
2024-01-04,38500,44200,27900,27500,33500,35000,40650,,,49000,,44700,,,,,,,160000,,676000,745000,236000,177000,,
2024-01-05,38500,44200,27650,27350,33500,35000,40500,,52200,49000,51000,44400,54600,625,600,62200,62000,,159000,,678000,745000,235000,177000,175000,306000
2024-01-06,38500,44200,27550,27300,33500,34700,40300,,,48900,,44200,,,,,,,,,,,,,,
2024-01-08,38500,44200,27500,27150,33500,34400,40250,,,48600,,44000,,,,,,,159000,,676000,740000,232750,177000,,
